date,lysine_price,corn_price,rm_price,fishmeal_price,wheat_price,piglet_price,sow_price,pork_price,sbm_price,cm_price
2016-12-22,12.15,1586,2560,10800,2591,40.92,1876,26.74,3546.25,3050
2016-12-23,12.05,1573,2547.142857,10800,2591,41.09,1881,26.44,3525,3050
2016-12-26,12.05,1562,2530,10800,2600,43.3,1920,26.57,3497.5,3000
2016-12-27,11.85,1562,2530,10800,2604,40.68,1903,26.41,3497.5,3000
2016-12-28,11.65,1556,2532.857143,10800,2608,42.01,1892,27.04,3508.75,3000
2016-12-29,11.65,1556,2530,10800,2614,41.92,1887,26.54,3482.5,3000
2016-12-30,11.65,1556,2525.714286,10800,2614,42.54,1913,27.17,3437.5,3000
2017-01-03,11.6,1550,2510,10800,2614,41.36,1906,26.68,3403.75,3000
2017-01-04,11.6,1546,2488.571429,10780,2612,43.12,1955,27.16,3362.5,2950
2017-01-05,11.5,1546,2491.428571,10780,2612,43.55,1940,27.63,3370,2950
2017-01-06,11,1544,2488.571429,10780,2612,43.91,1936,27.44,3358.75,2950
2017-01-09,10.7,1542,2488.571429,10720,2612,46.32,1914,27.47,3318.75,2950
2017-01-10,10.6,1541,2488.571429,10720,2612,44,1930,26.88,3311.25,2950
2017-01-11,10.5,1541,2488.571429,10720,2614,44.95,1946,27.25,3288.75,2900
2017-01-12,10.5,1538,2485.714286,10720,2614,46.73,1952,27.46,3247.5,2900
2017-01-13,10.5,1536,2488.571429,10720,2614,45.67,1942,27.11,3277.5,2900
2017-01-16,10.5,1532,2497.142857,10720,2612,46.37,1965,27.86,3280,2900
2017-01-17,10.4,1531,2500,10720,2612,46.4,2040,27.64,3300,2900
2017-01-18,10.4,1532,2501.428571,10720,2612,47.04,2032,28.09,3306.25,2900
2017-01-19,10.4,1528,2501.428571,10720,2612,46.26,1985,27.15,3306.25,2900
2017-01-20,10.4,1531,2497.142857,10720,2612,47.29,1995,26.88,3296.25,2900
2017-01-22,10.4,1531,2497.142857,10720,2612,47.08,1959,27.73,3293.75,2900
2017-01-23,10.4,1529,2497.142857,10720,2612,47.68,2086,27.01,3293.75,2900
2017-02-06,10.05,1530,2525.714286,10720,2612,49,2037,27.29,3227.5,2900
2017-02-07,9,1527,2525.714286,10720,2612,47.86,2061,26.85,3230,2900
2017-02-08,9,1527,2527.142857,10720,2612,48.31,1988,27.36,3241.25,2900
2017-02-09,8.7,1521,2527.142857,10720,2612,48.92,1947,27.64,3255,2900
2017-02-10,8.6,1532.5,2524.285714,10100,2612,47.82,1916,26.81,3245,2900
2017-02-13,8.3,1530,2540,10100,2612,49.08,2029,26.12,3258.75,2900
2017-02-14,8.3,1523,2537.142857,10100,2611,49.65,2037,26.23,3248.75,2900
2017-02-15,8.3,1520,2532.857143,10100,2611,47.8,2012,26.73,3226.25,2850
2017-02-16,8.3,1517,2535.714286,10100,2611,48.1,2045,26.19,3238.75,2850
2017-02-17,8.2,1518,2532.857143,10100,2611,49.79,1946,26.24,3225,2850
2017-02-20,8.2,1508,2530,10100,2611,51,2009,26.21,3195,2850
2017-02-21,8.1,1505,2532.857143,10100,2611,50.78,2008,25.71,3217.5,2850
2017-02-22,8.1,1505,2515.714286,10100,2611,50.19,2039,25.5,3193.75,2850
2017-02-23,8.1,1504,2508.571429,10100,2611,50.15,2025,25.88,3183.75,2850
2017-02-24,8.2,1504,2485.714286,10100,2611,50.53,2045,25.54,3150,2850
2017-02-27,8.2,1508,2488.571429,10225,2614,51.06,2042,25.45,3143.75,2850
2017-02-28,8.2,1509,2488.571429,10225,2614,50.93,2029,25.43,3138.75,2850
2017-03-01,8.2,1512,2490,10225,2614,50.77,2027,26.02,3152.5,2850
2017-03-02,8.2,1512,2490,10225,2614,50.55,2000,25.33,3175,2850
2017-03-03,8.2,1513,2490,10225,2614,50.59,2018,25.61,3161.25,2850
2017-03-06,8.2,1524,2490,10225,2614,50.33,2015,24.86,3177.5,2850
2017-03-07,8.2,1531,2495.714286,10225,2614,49.58,2033,25.1,3176.25,2850
2017-03-08,8.25,1534,2492.857143,10225,2624,49.47,2001,24.97,3160,2850
2017-03-09,8.35,1539,2487.142857,10225,2624,48.69,2036,25,3143.75,2850
2017-03-10,8.35,1544,2468.571429,10225,2624,49.17,2048,24.75,3118.75,2850
2017-03-13,9,1539.5,2468.571429,10225,2624,46.93,1992,24.66,3108.75,2850
2017-03-14,9,1536.5,2468.571429,10225,2624,47.19,2029,24.15,3093.75,2850
2017-03-15,8.8,1534.5,2465.714286,10225,2624,47.4,2029,24.54,3090,2850
2017-03-16,8.8,1533.5,2465.714286,9925,2630,47.41,1985,24.5,3083.75,2850
2017-03-17,8.8,1534.5,2465.714286,9925,2630,45.98,2007,24.69,3070,2850
2017-03-20,8.75,1534.5,2482.857143,10013,2630,47.23,2021,24.45,3088.75,2850
2017-03-21,8.75,1537.5,2482.857143,10013,2630,47.97,2019,24.59,3077.5,2850
2017-03-22,8.75,1547.5,2480,10013,2630,46.62,1988,24.64,3068.75,2850
2017-03-23,8.8,1554.5,2462.857143,10013,2630,47.26,2057,24.47,3061.25,2850
2017-03-24,8.8,1558.5,2460,10013,2630,47.82,2019,24.28,3035,2800
2017-03-27,8.8,1570.5,2460,10013,2633,47.28,2052,24.29,3002.5,2800
2017-03-28,8.9,1575.5,2460,10013,2633,46.76,2041,24.43,3000,2800
2017-03-29,9.1,1583.5,2460,10013,2633,47.42,2026,24.41,2990,2800
2017-03-30,9.1,1588.5,2460,10013,2633,46.93,2018,23.84,2978.75,2800
2017-03-31,9.1,1590.5,2452.857143,10013,2633,47.03,2073,24.31,2978.75,2800
2017-04-01,9.1,1587.5,2452.857143,10013,2633,46.89,2026,25.14,2961.25,2800
2017-04-05,9.1,1588.5,2450,10013,2633,45.31,2045,24.6,2933.75,2800
2017-04-06,9.1,1590.5,2450,10013,2633,47.4,2040,24.45,2938.75,2800
2017-04-07,9.1,1594.5,2450,10013,2634,47.36,2052,24.25,2928.75,2800
2017-04-10,9.1,1599,2450,9938,2634,47.29,2102,23.89,2933.75,2750
2017-04-11,9.1,1599,2455.714286,9938,2634,46.91,2035,24.22,2952.5,2750
2017-04-12,9.1,1603,2458.571429,9913,2634,46.39,2061,23.38,2977.5,2750
2017-04-13,9.1,1604,2478.571429,9913,2635,45.74,2035,23.84,2995,2750
2017-04-14,9.1,1603,2500,9913,2635,45.11,2050,24.65,3017.5,2780
2017-04-17,9.1,1610.5,2502.857143,9863,2635,45,2054,23.64,3033.75,2780
2017-04-18,9.1,1610.5,2520,9863,2635,45.38,2048,23.71,3012.5,2780
2017-04-19,9.1,1612,2520,9863,2635,46.1,2040,24.03,3005,2780
2017-04-20,9.1,1612,2520,9863,2635,46.11,2031,23.83,3012.5,2780
2017-04-21,9.15,1616,2520,9863,2635,44.33,2111,23.58,3006.25,2780
2017-04-24,9.15,1623,2520,9563,2635,42.61,2111,23.13,3026.25,2780
2017-04-25,9.15,1624,2520,9563,2635,43.24,2046,22.86,3031.25,2780
2017-04-26,9.15,1624,2520,9563,2635,42.97,2051,22.97,3012.5,2780
2017-04-27,9.15,1622,2520,9663,2635,43.66,1987,23.12,2992.5,2780
2017-04-28,9.15,1620,2520,9663,2635,42.65,2010,23.03,2977.5,2780
2017-05-02,9.15,1620,2525.714286,9663,2635,43.26,2062,23.08,3043.75,2780
2017-05-03,9.15,1623,2525.714286,9613,2635,43.15,2045,23.1,3030,2780
2017-05-04,9.15,1624,2525.714286,9613,2635,42.54,2050,22.89,3027.5,2780
2017-05-05,9.15,1625,2522.857143,9613,2635,41.79,2052,22.8,3021.25,2780
2017-05-08,9.15,1626,2520,9613,2635,42.79,2030,22.78,2992.5,2780
2017-05-09,9.15,1627,2520,9413,2635,41.6,2026,23.11,2973.75,2750
2017-05-10,9.15,1628,2520,9413,2635,40.88,1971,22.72,2981.25,2750
2017-05-11,9.15,1629,2520,9413,2635,40.44,1950,22.92,2962.5,2750
2017-05-12,9.15,1637,2502.857143,9413,2635,39.37,1934,23.03,2945,2700
2017-05-15,9.1,1638,2502.857143,9413,2632,39.74,2014,22.28,2933.75,2700
2017-05-16,9.1,1642,2485.714286,9413,2631,38.94,1954,22.09,2913.75,2700
2017-05-17,9.05,1653,2487.142857,9413,2631,39.34,1971,22.21,2920,2700
2017-05-18,9.05,1654,2487.142857,9413,2631,39.1,1913,22.39,2896.25,2670
2017-05-19,8.95,1661,2484.285714,9413,2631,38.64,1966,22.35,2852.5,2650
2017-05-22,8.95,1660,2484.285714,9413,2631,37.92,1964,21.98,2860,2650
2017-05-23,8.95,1660,2462.857143,9413,2631,38.57,1918,22,2852.5,2600
2017-05-24,8.75,1659,2462.857143,9413,2627,38.13,1955,22.29,2821.25,2600
2017-05-25,8.6,1659,2442.857143,9413,2626,38.22,1923,22.47,2811.25,2600
2017-05-26,8.5,1658,2427.142857,9413,2626,38,1891,22.13,2780,2550
2017-05-31,8.3,1658,2401.428571,9413,2614,38.12,1831,21.3,2712.5,2500
2017-06-01,8.15,1657,2384.285714,9413,2614,37.28,1870,21.28,2693.75,2450
2017-06-02,8.15,1652,2384.285714,9413,2406,36.63,1855,21.42,2695,2450
2017-06-05,8.15,1651,2387.142857,9413,2344,36.45,1839,21.15,2715,2450
2017-06-06,8.15,1648,2384.285714,9413,2344,36.83,1873,20.91,2706.25,2450
2017-06-07,8,1638,2384.285714,9413,2344,36.46,1864,21.36,2716.25,2450
2017-06-08,8,1637,2391.428571,9413,2344,35.84,1848,21.23,2733.75,2450
2017-06-09,8,1639,2394.285714,9413,2344,36.37,1852,21.32,2756.25,2450
2017-06-12,8,1639,2394.285714,9413,2344,37.96,1860,21.39,2738.75,2450
2017-06-13,8,1636,2394.285714,9413,2344,37.03,1870,21.68,2712.5,2450
2017-06-14,8,1638,2394.285714,9413,2342,36.98,1871,22.07,2712.5,2450
2017-06-15,8.15,1638,2394.285714,9413,2338,37.67,1800,21.87,2700,2450
2017-06-16,8.15,1640,2397.142857,9413,2338,37.71,1879,22.05,2723.75,2450
2017-06-19,8.15,1640,2417.142857,9413,2342,37.03,1878,21.46,2740,2450
2017-06-20,8.15,1642,2414.285714,9388,2342,37.55,1884,21.63,2740,2450
2017-06-21,8.15,1643,2414.285714,9388,2352,36.89,1825,21.75,2736.25,2450
2017-06-22,8.35,1655,2411.428571,9388,2352,37.58,1889,21.44,2713.75,2450
2017-06-23,8.35,1666,2408.571429,9388,2360,37.33,1841,21.63,2686.25,2450
2017-06-26,8.35,1677,2408.571429,9388,2372,38.63,1911,21.46,2698.75,2450
2017-06-27,8.35,1694,2405.714286,9388,2372,38.37,1899,21.87,2705,2450
2017-06-28,8.65,1702,2405.714286,9388,2372,37.32,1912,21.73,2703.75,2450
2017-06-29,8.65,1706,2405.714286,9388,2378,37.98,1935,21.52,2700,2450
2017-06-30,8.65,1707,2371.428571,9388,2378,37.89,1895,21.5,2696.25,2450
2017-07-03,8.65,1708,2411.428571,9388,2378,37.88,1923,21.61,2816.25,2550
2017-07-04,8.65,1708,2432.857143,9388,2378,37.77,1893,22.05,2843.75,2550
2017-07-05,8.75,1708,2432.857143,9388,2386,37.96,1821,21.61,2843.75,2550
2017-07-06,8.75,1708,2434.285714,9388,2386,37.34,1845,21.63,2848.75,2550
2017-07-07,8.75,1708,2455.714286,9388,2386,38.04,1879,21.9,2855,2550
2017-07-10,8.75,1712,2488.571429,9388,2387,37.46,1898,21.87,2941.25,2600
2017-07-11,8.75,1716,2488.571429,9388,2387,38.1,1869,21.91,2967.5,2650
2017-07-12,8.75,1716,2488.571429,9388,2391,37.55,1914,21.84,2965,2650
2017-07-13,8.75,1716,2485.714286,9388,2391,37.83,1871,22,2912.5,2650
2017-07-14,8.75,1716,2455.714286,9388,2391,37.76,1867,22.28,2838.75,2600
2017-07-17,8.75,1718,2455.714286,9425,2391,37.75,1826,21.78,2845,2600
2017-07-18,8.75,1718,2455.714286,9463,2411,37.91,1875,22.35,2861.25,2600
2017-07-19,8.75,1718,2445.714286,9500,2411,37.76,1865,22.34,2861.25,2600
2017-07-20,8.75,1717,2445.714286,9500,2411,37.38,1814,21.92,2876.25,2600
2017-07-21,8.75,1717,2445.714286,9500,2411,37,1827,21.99,2882.5,2600
2017-07-24,8.75,1712.5,2407.142857,9500,2411,36.93,1846,21.61,2837.5,2600
2017-07-25,8.75,1712.5,2410,9500,2413,36.53,1776,21.85,2882.5,2600
2017-07-26,8.75,1702.5,2404.285714,9500,2413,36.04,1817,21.67,2845,2600
2017-07-27,8.75,1700.5,2387.142857,9500,2413,36.08,1844,22.26,2853.75,2600
2017-07-28,8.75,1696.5,2387.142857,9500,2413,35.58,1814,21.62,2853.75,2600
2017-07-31,8.75,1696.5,2387.142857,9550,2424,36.36,1785,21.89,2855,2600
2017-08-01,8.75,1694,2415.714286,9700,2424,37.04,1772,22.17,2855,2600
2017-08-02,8.75,1694,2391.428571,9700,2424,36.8,1804,22.24,2831.25,2600
2017-08-03,8.7,1692.5,2391.428571,9700,2424,36.11,1724,22,2832.5,2600
2017-08-04,8.7,1690.5,2388.571429,9700,2424,36.79,1799,21.97,2823.75,2600
2017-08-07,8.55,1690.5,2411.428571,9700,2424,36.65,1851,22.4,2857.5,2600
2017-08-08,8.55,1684.5,2412.857143,9700,2431,37.04,1854,21.96,2893.75,2600
2017-08-09,8.55,1684.5,2412.857143,9700,2431,36.57,1795,22.51,2911.25,2600
2017-08-10,8.55,1685.5,2412.857143,9713,2431,37.56,1876,22.06,2917.5,2600
2017-08-11,8.55,1685.5,2388.571429,9713,2432,37.2,1858,22.22,2866.25,2600
2017-08-14,8.55,1685.5,2368.571429,9713,2437,37.78,1831,21.88,2826.25,2600
2017-08-15,8.55,1687.5,2368.571429,9713,2437,37.46,1853,21.84,2826.25,2600
2017-08-16,8.55,1688.5,2368.571429,9713,2437,36.89,1850,22.14,2815,2600
2017-08-17,8.55,1680.5,2368.571429,9713,2446,37.67,1878,22.39,2818.75,2580
2017-08-18,8.55,1680.5,2368.571429,9713,2446,36.9,1831,22.25,2843.75,2580
2017-08-21,8.55,1682.5,2371.428571,9663,2446,36.86,1869,22.4,2845,2580
2017-08-22,8.55,1682.5,2398.571429,9625,2459,36.92,1823,22.37,2831.25,2580
2017-08-23,8.7,1681.5,2398.571429,9600,2459,37.11,1821,22.15,2837.5,2580
2017-08-24,8.7,1681.5,2398.571429,9600,2467,36.47,1881,21.86,2837.5,2580
2017-08-25,8.75,1681.5,2398.571429,9600,2467,36.47,1833,22.57,2840,2580
2017-08-28,8.75,1681.5,2398.571429,9600,2477,36.04,1822,21.89,2850,2580
2017-08-29,9,1680.5,2398.571429,9600,2477,36.29,1746,21.98,2837.5,2580
2017-08-30,9.3,1684,2398.571429,9600,2483,36.78,1761,22.35,2820,2580
2017-08-31,9.4,1684,2395.714286,9600,2485,37.07,1780,22.35,2815,2550
2017-09-01,9.6,1684,2395.714286,9600,2485,35.99,1819,22.05,2826.25,2500
2017-09-04,9.6,1685,2395.714286,9600,2499,35.95,1815,22.28,2828.75,2470
2017-09-05,9.7,1685,2395.714286,9600,2499,36.19,1772,22.55,2835,2470
2017-09-06,9.8,1683.5,2398.571429,9600,2499,35.94,1739,22.38,2855,2470
2017-09-07,10,1686.5,2398.571429,9500,2504,37.12,1836,22.46,2855,2470
2017-09-08,10,1687.5,2398.571429,9500,2506,36.21,1825,22.55,2848.75,2470
2017-09-11,10,1688.5,2398.571429,9500,2506,34.93,1833,22.57,2840,2470
2017-09-12,10,1689.5,2398.571429,9500,2502,35.74,1838,22.5,2840,2470
2017-09-13,10,1689.5,2392.857143,9500,2501,35.92,1751,22.5,2832.5,2470
2017-09-14,10,1689.5,2392.857143,9400,2497,35.51,1731,22.56,2836.25,2470
2017-09-15,10.05,1690.5,2414.285714,9400,2497,35.1,1858,22.09,2867.5,2470
2017-09-18,10.05,1691.5,2414.285714,9338,2497,34.86,1823,22.31,2865,2470
2017-09-19,10.05,1692.5,2414.285714,9338,2497,35.01,1746,22.37,2862.5,2470
2017-09-20,9.9,1699.5,2414.285714,9338,2497,35.17,1754,22.27,2857.5,2470
2017-09-21,9.9,1701.5,2417.142857,9338,2497,34.8,1787,22.64,2866.25,2470
2017-09-22,9.9,1701.5,2438.571429,9338,2497,34.93,1781,22.71,2902.5,2470
2017-09-25,9.75,1696.5,2438.571429,9338,2497,34.2,1773,22.8,2951.25,2490
2017-09-26,9.75,1696.5,2434.285714,9338,2497,34.59,1772,22.41,2941.25,2490
2017-09-27,9.75,1698,2415.714286,9338,2499,34.15,1720,22.98,2935,2490
2017-09-28,9.75,1692.5,2411.428571,9338,2499,34.05,1770,22.48,2931.25,2490
2017-09-29,9.7,1699.5,2411.428571,9338,2499,33.72,1752,22.4,2925,2490
2017-09-30,9.7,1699.5,2411.428571,9338,2499,33.82,1777,22.44,2925,2490
2017-10-09,9.7,1691.5,2411.428571,9413,2499,33.69,1786,22.58,2951.25,2440
2017-10-10,9.25,1684.5,2414.285714,9475,2499,32.87,1778,22.65,2952.5,2400
2017-10-11,9.25,1683.5,2414.285714,9475,2508,33.13,1763,22.35,2946.25,2400
2017-10-12,9.25,1683.5,2414.285714,9475,2508,33.18,1724,22.37,2942.5,2400
2017-10-13,9.25,1683.5,2448.571429,9475,2508,33.41,1749,22.27,3040,2430
2017-10-16,9,1684.5,2448.571429,9475,2518,32.96,1714,22.01,3040,2480
2017-10-17,9,1686.5,2445.714286,9475,2520,32.93,1739,22.15,3031.25,2480
2017-10-18,9,1686.5,2442.857143,9525,2520,32.9,1752,21.94,3017.5,2480
2017-10-19,9,1686.5,2442.857143,9525,2531,33.46,1739,21.73,3020,2480
2017-10-20,9,1688.5,2442.857143,9525,2531,33.12,1726,22.1,3021.25,2480
2017-10-23,9,1687.5,2442.857143,9525,2531,32.35,1756,21.96,3006.25,2480
2017-10-24,8.9,1687.5,2445.714286,9525,2531,31.77,1708,22.01,3008.75,2480
2017-10-25,8.85,1687.5,2445.714286,9525,2531,31.71,1762,21.95,3008.75,2480
2017-10-26,8.85,1687.5,2440,9575,2538,33.39,1735,21.65,3008.75,2480
2017-10-27,8.85,1687.5,2422.857143,9575,2538,32.15,1785,21.9,2991.25,2480
2017-10-30,8.85,1685.5,2422.857143,9650,2538,32.25,1790,22.02,2996.25,2480
2017-10-31,8.85,1684.5,2408.571429,9675,2543,32.59,1759,21.73,2996.25,2480
2017-11-01,8.85,1680.5,2408.571429,9675,2543,31.83,1769,21.84,2992.5,2480
2017-11-03,8.8,1673.5,2420,9675,2547,31.75,1747,21.58,3011.25,2480
2017-11-06,8.8,1671.5,2401.428571,9950,2549,32.06,1715,21.5,2997.5,2460
2017-11-08,8.8,1671.5,2400,10025,2556,31.73,1797,21.62,3003.75,2430
2017-11-09,8.9,1671.5,2381.428571,10025,2556,31.44,1773,21.69,3006.25,2410
2017-11-10,8.9,1662.5,2380,10025,2558,31.18,1758,21.47,2993.75,2410
2017-11-13,9.05,1657.5,2381.428571,10150,2560,30.74,1759,21.61,2998.75,2410
2017-11-14,9.05,1657.5,2381.428571,10450,2560,31.29,1770,21.62,2993.75,2410
2017-11-15,9.5,1658.5,2382.857143,10450,2560,30.3,1754,21.31,2995,2410
2017-11-16,9.5,1659,2382.857143,10450,2560,31.13,1750,21.57,3003.75,2410
2017-11-17,9.6,1660,2384.285714,10450,2560,30.23,1743,21.55,3002.5,2370
2017-11-20,9.75,1660,2411.428571,10450,2567,30.76,1750,21.61,3002.5,2390
2017-11-21,9.75,1661.5,2414.285714,11225,2567,30.84,1754,21.8,3058.75,2390
2017-11-22,9.75,1660.5,2414.285714,11225,2567,30.52,1791,21.63,3061.25,2390
2017-11-23,9.95,1660.5,2420,11225,2567,30.62,1781,21.52,3065,2390
2017-11-24,9.95,1662.5,2420,11225,2567,30.67,1755,21.8,3065,2390
2017-11-27,10.25,1670,2420,11725,2567,31.25,1734,21.79,3055,2370
2017-11-28,10.25,1670,2420,11725,2567,30.46,1731,22.46,3051.25,2370
2017-11-29,10.25,1675,2420,11725,2567,31.51,1761,23.06,3032.5,2370
2017-11-30,10.25,1679,2417.142857,11725,2574,30.96,1751,22.06,3032.5,2370
2017-12-01,10.35,1681,2417.142857,11725,2576,30.83,1743,22.45,3016.25,2350
2017-12-04,10.35,1686,2425.714286,12675,2576,31.15,1781,22.41,3056.25,2350
2017-12-05,10.35,1687,2425.714286,12675,2578,31.09,1784,22.5,3056.25,2350
2017-12-06,10.45,1687.5,2427.142857,12675,2578,31.76,1757,22.67,3088.75,2370
2017-12-07,10.45,1695.5,2422.857143,12675,2578,31.62,1807,22.32,3082.5,2370
2017-12-08,10.45,1694.5,2420,12675,2578,32.02,1803,22.27,3055,2370
2017-12-11,10.45,1696,2400,12675,2578,31.5,1809,22.56,3043.75,2350
2017-12-12,10.45,1702.5,2397.142857,12675,2576,31.77,1800,22.26,3042.5,2350
2017-12-13,10.45,1704.5,2402.857143,12675,2576,31.24,1789,22.41,3040,2350
2017-12-14,10.45,1704,2405.714286,12675,2574,31.94,1778,22.38,3043.75,2350
2017-12-15,10.5,1704,2388.571429,12675,2574,31.34,1802,22.49,3031.25,2350
2017-12-18,10.5,1704,2390,12675,2574,31.9,1843,22.37,3028.75,2350
2017-12-19,10.5,1704,2390,12675,2574,31.39,1800,22.39,3017.5,2350
2017-12-20,10.5,1707,2387.142857,12675,2574,31.65,1776,22.36,3016.25,2350
2017-12-21,10.4,1707.5,2387.142857,12675,2579,31.65,1776,22.36,3012.5,2350
2017-12-22,10.15,1719,2387.142857,12675,2579,31.6,1767,22.44,3000,2350
2017-12-25,10.05,1719,2384.285714,12675,2579,31.02,1750,22.09,3003.75,2350
2017-12-26,10,1738,2384.285714,12675,2579,31.05,1751,22.83,3015,2350
2017-12-27,9.9,1746,2387.142857,12675,2579,30.71,1776,22.77,3018.75,2350
2017-12-28,9.4,1746,2384.285714,12675,2580,31.77,1796,22.44,3016.25,2350
2017-12-29,9.4,1746,2358.571429,12675,2580,30.84,1760,22.48,2988.75,2350
2018-01-02,9.3,1747.5,2352.857143,12675,2580,31.58,1761,23.03,2991.25,2370
2018-01-03,9.3,1773.5,2352.857143,12675,2580,30.75,1689,22.31,2985,2370
2018-01-04,9.3,1786.5,2351.428571,12675,2580,30.77,1706,23.18,2985,2370
2018-01-05,9.25,1787.5,2348.571429,12675,2580,30.5,1733,22.66,2985,2370
2018-01-08,9.15,1806,2348.571429,12675,2578,31.68,1730,23.24,2982.5,2370
2018-01-09,9.15,1803,2348.571429,12675,2578,31.39,1768,22.68,2980,2370
2018-01-10,9.1,1803,2348.571429,12675,2571,31.59,1746,22.72,2976.25,2370
2018-01-11,9,1806,2328.571429,12675,2571,31.41,1728,22.91,2956.25,2370
2018-01-12,9,1806,2322.857143,12675,2567,31.66,1739,22.8,2930,2370
2018-01-15,9,1814,2325.714286,12675,2567,31.69,1727,22.83,2958.75,2370
2018-01-16,8.9,1815,2328.571429,12675,2565,32.04,1735,22.85,2958.75,2370
2018-01-17,8.9,1813,2328.571429,12675,2565,31.66,1725,23.08,2963.75,2370
2018-01-18,8.8,1812,2328.571429,12675,2565,30.88,1758,22.7,2947.5,2370
2018-01-19,8.7,1811,2332.857143,12675,2565,31.69,1712,23.02,2947.5,2370
2018-01-22,8.7,1811,2337.142857,12675,2565,31.69,1712,23.02,2960,2370
2018-01-24,8.7,1814,2330,12675,2566,31.56,1740,22.68,2946.25,2370
2018-01-25,8.7,1814,2330,12675,2566,31.42,1757,22.4,2946.25,2370
2018-01-26,8.7,1814,2330,12725,2566,31.67,1718,22.58,2946.25,2370
2018-01-29,8.7,1813,2334.285714,12725,2566,31.08,1743,22.45,2948.75,2370
2018-01-30,8.6,1813,2334.285714,12725,2568,31.08,1727,22.41,2943.75,2370
2018-01-31,8.6,1813,2337.142857,12725,2568,31.39,1712,22.03,2955,2370
2018-02-01,8.6,1816,2337.142857,12725,2568,30.48,1688,22.33,2936.25,2370
2018-02-02,8.6,1816,2337.142857,12725,2568,30.71,1739,22,2916.25,2370
2018-02-05,8.6,1820,2331.428571,12725,2568,30.52,1700,22.11,2895,2370
2018-02-06,8.55,1821,2331.428571,12725,2568,30.52,1694,22.23,2885,2370
2018-02-07,8.55,1821,2352.857143,12725,2568,31.38,1693,21.98,2910,2370
2018-02-08,8.55,1822,2352.857143,12725,2568,31.03,1704,22.39,2910,2370
2018-02-09,8.55,1822,2352.857143,12725,2568,29.77,1661,21.96,2910,2370
2018-02-26,8.5,1829,2460,12725,2568,28.31,1649,21.87,3100,2500
2018-02-27,8.65,1834,2460,12725,2568,28.12,1579,21.05,3097.5,2500
2018-02-28,8.65,1838,2480,12725,2568,28,1632,21.23,3121.25,2500
2018-03-01,8.65,1846,2501.428571,12725,2568,27.92,1666,20.93,3153.75,2500
2018-03-02,8.65,1856,2607.142857,12650,2568,28.52,1708,20.88,3258.75,2500
2018-03-05,8.8,1867,2607.142857,12650,2568,27.64,1616,20.83,3268.75,2550
2018-03-06,8.85,1890,2607.142857,12650,2568,27.68,1625,20.8,3262.5,2600
2018-03-07,8.85,1890,2607.142857,12650,2564,27.96,1640,20.7,3262.5,2600
2018-03-08,8.85,1895,2607.142857,12725,2564,27.87,1640,20.75,3262.5,2600
2018-03-09,8.85,1895,2607.142857,12725,2564,28.11,1613,20.95,3260,2600
2018-03-12,8.9,1897,2550,12725,2560,27.88,1637,20.33,3202.5,2550
2018-03-13,8.9,1896,2552.857143,12725,2558,27.63,1584,20.3,3208.75,2550
2018-03-14,8.9,1895,2555.714286,12725,2558,27.69,1653,20.1,3208.75,2550
2018-03-15,8.9,1894,2532.857143,12725,2555,27.83,1600,20.01,3172.5,2550
2018-03-16,8.9,1894,2530,12725,2555,27.8,1640,20.39,3175,2550
2018-03-19,8.9,1896,2530,12525,2555,27.32,1596,19.68,3162.5,2550
2018-03-20,8.65,1914,2507.142857,12525,2552,27.18,1607,19.8,3132.5,2550
2018-03-21,8.65,1914,2507.142857,12525,2552,27.18,1607,19.8,3142.5,2530
2018-03-22,8.65,1914,2507.142857,12525,2552,27.33,1566,19.39,3145,2530
2018-03-23,8.65,1912,2534.285714,12525,2550,26.1,1547,19.3,3178.75,2550
2018-03-26,8.65,1905,2572.857143,12525,2550,26.04,1578,19.22,3233.75,2550
2018-03-27,8.65,1901,2542.857143,12525,2550,26.08,1579,19.24,3200,2530
2018-03-28,8.65,1900,2542.857143,12525,2550,25.58,1547,19.06,3190,2530
2018-03-29,8.65,1897,2521.428571,12325,2538,25.58,1547,19.06,3168.75,2500
2018-03-30,8.65,1896,2564.285714,12325,2533,25.33,1516,18.91,3238.75,2500
2018-04-02,8.65,1862,2594.285714,12325,2533,25.95,1564,19.11,3297.5,2500
2018-04-03,8.65,1861,2594.285714,12325,2533,25.95,1564,19.11,3258.75,2500
2018-04-04,8.65,1859,2630,12075,2533,25.82,1584,19.14,3261.25,2550
2018-04-08,8.65,1857,2730,11975,2529,25.82,1584,19.14,3436.25,2620
2018-04-09,8.75,1843,2744.285714,11975,2496,25.34,1535,18.93,3445,2620
2018-04-10,8.75,1840,2740,11775,2496,25.76,1594,18.84,3397.5,2620
2018-04-11,8.75,1838,2707.142857,11775,2488,25.53,1602,19.14,3338.75,2620
2018-04-12,8.75,1836,2682.857143,11575,2485,25.88,1567,19.26,3315,2600
2018-04-13,8.75,1837,2682.857143,11575,2483,26.13,1590,18.98,3325,2600
2018-04-16,8.75,1832,2675.714286,11575,2477,25.33,1576,19.3,3298.75,2550
2018-04-17,8.75,1829,2674.285714,11575,2479,25.91,1568,18.82,3271.25,2540
2018-04-18,8.75,1829,2674.285714,11575,2477,25.97,1584,19.09,3263.75,2540
2018-04-19,8.75,1828,2674.285714,11375,2472,25.29,1581,18.75,3240,2540
